name	d (m)	v1	v2	angle1 (deg)	angle2 (deg)	trackpoints
a493	89	v532	v547	168	54	-0.37041,50.812322,0 -0.370308,50.812029,0 -0.370284,50.811967,0 -0.370191,50.811827,0 -0.370142,50.811737,0 -0.370123,50.811659,0 -0.370154,50.811604,0 -0.370222,50.811573,0
a494	26	v548	v549	84	-96	-0.396798,50.811909,0 -0.396432,50.811935,0
a495	109	v526	v550	177	2	-0.386678,50.822042,0 -0.38667,50.821955,0 -0.386603,50.821807,0 -0.386442,50.821727,0 -0.386321,50.821606,0 -0.386307,50.821364,0 -0.386321,50.821139,0
a496	26	v551	v552	-74	155	-0.367542,50.82742,0 -0.367672,50.827444,0 -0.367775,50.827505,0 -0.367817,50.827561,0
a497	25	v553	v552	-146	9	-0.36769,50.827764,0 -0.367751,50.827706,0 -0.3678,50.82763,0 -0.367817,50.827561,0
a498	33	v552	v554	-149	31	-0.367817,50.827561,0 -0.368055,50.827307,0
a499	91	v555	v556	86	176	-0.374181,50.827704,0 -0.373712,50.827727,0 -0.373717,50.827779,0 -0.373434,50.827802,0 -0.373465,50.828091,0
a500	38	v555	v464	177	-2	-0.374181,50.827704,0 -0.374178,50.827668,0 -0.374161,50.827359,0
a501	54	v555	v557	-3	166	-0.374181,50.827704,0 -0.374195,50.827869,0 -0.374221,50.828026,0 -0.374281,50.82818,0
a502	44	v558	v559	-147	15	-0.370896,50.811532,0 -0.371002,50.81143,0 -0.371079,50.811323,0 -0.371144,50.811172,0
a503	17	v558	v560	99	-94	-0.370896,50.811532,0 -0.370772,50.811519,0 -0.370652,50.811524,0
a504	174	v558	v561	-53	145	-0.370896,50.811532,0 -0.371024,50.811594,0 -0.371256,50.811707,0 -0.371292,50.811742,0 -0.371418,50.811882,0 -0.371422,50.811998,0 -0.371362,50.812138,0 -0.371334,50.812301,0 -0.371348,50.812506,0 -0.37145,50.812706,0 -0.371562,50.812795,0 -0.371669,50.812892,0
a505	57	v562	v563	1	-160	-0.378169,50.811062,0 -0.378166,50.811169,0 -0.378143,50.811262,0 -0.378025,50.811465,0 -0.377973,50.811553,0
a506	173	v189	v076	-8	172	-0.38771,50.816802,0 -0.388052,50.818347,0
a507	84	v189	v369	-95	85	-0.38771,50.816802,0 -0.388901,50.816738,0
a508	15	v564	v565	-11	169	-0.383336,50.811247,0 -0.383376,50.811378,0
a509	31	v566	v567	85	-95	-0.396684,50.822158,0 -0.396242,50.822183,0
a510	131	v568	v321	83	-4	-0.370781,50.82456,0 -0.369648,50.824645,0 -0.369646,50.824594,0 -0.369604,50.824185,0
a511	102	v569	v185	39	-90	-0.368256,50.829404,0 -0.368007,50.829601,0 -0.367876,50.829661,0 -0.367726,50.829716,0 -0.367548,50.829748,0 -0.367445,50.829748,0 -0.367015,50.829748,0
a512	74	v185	v570	85	-95	-0.367015,50.829748,0 -0.36596,50.829801,0
a513	138	v561	v571	-105	-22	-0.371669,50.812892,0 -0.371774,50.812874,0 -0.371932,50.81285,0 -0.372062,50.812809,0 -0.37216,50.812756,0 -0.372241,50.812702,0 -0.372256,50.812496,0 -0.372191,50.81233,0 -0.371924,50.811918,0
a514	94	v561	v543	-23	-142	-0.371669,50.812892,0 -0.371734,50.81299,0 -0.371711,50.813046,0 -0.371693,50.813085,0 -0.371656,50.813119,0 -0.37158,50.813141,0 -0.371458,50.813161,0 -0.371022,50.8132,0 -0.370859,50.813232,0 -0.370778,50.813298,0
a515	117	v403	v204	-6	170	-0.369802,50.826702,0 -0.369812,50.826764,0 -0.369728,50.82678,0 -0.369774,50.827273,0 -0.369895,50.827709,0
a516	221	v403	v325	-100	91	-0.369802,50.826702,0 -0.370994,50.826575,0 -0.372345,50.826452,0 -0.372911,50.826456,0
a517	17	v128	v572	171	-9	-0.373292,50.813476,0 -0.373256,50.813324,0
a518	37	v128	v573	-8	172	-0.373292,50.813476,0 -0.373367,50.813801,0
a519	90	v574	v575	85	-95	-0.389326,50.822038,0 -0.388045,50.822103,0
a520	256	v207	v574	87	-3	-0.39197,50.822624,0 -0.389386,50.822702,0 -0.389326,50.822038,0
a521	59	v574	v576	177	-3	-0.389326,50.822038,0 -0.389279,50.821509,0
a522	90	v576	v577	176	-4	-0.389279,50.821509,0 -0.389195,50.820704,0
a523	91	v576	v578	-92	88	-0.389279,50.821509,0 -0.39057,50.821481,0
a524	49	v577	v579	178	-2	-0.389195,50.820704,0 -0.389174,50.820267,0
a525	33	v577	v580	-92	88	-0.389195,50.820704,0 -0.38967,50.820695,0
a526	77	v581	v579	-36	178	-0.388628,50.81968,0 -0.389169,50.820157,0 -0.389174,50.820267,0
a527	93	v581	v582	-148	88	-0.388628,50.81968,0 -0.38874,50.819566,0 -0.389854,50.819541,0
a528	16	v581	v583	141	-39	-0.388628,50.81968,0 -0.388489,50.819571,0
a529	60	v584	v488	171	-9	-0.392156,50.819507,0 -0.392026,50.818972,0
a530	81	v585	v584	-91	89	-0.391004,50.819515,0 -0.392,50.819509,0 -0.392156,50.819507,0
a531	21	v584	v586	-8	172	-0.392156,50.819507,0 -0.392198,50.819691,0
a532	64	v587	v588	84	-96	-0.376729,50.812801,0 -0.375826,50.812862,0
a533	72	v587	v589	165	-10	-0.376729,50.812801,0 -0.376591,50.812478,0 -0.376508,50.812172,0
a534	77	v587	v590	-15	167	-0.376729,50.812801,0 -0.37676,50.812874,0 -0.376902,50.813274,0 -0.376977,50.813479,0
a535	60	v591	v592	135	-96	-0.36268,50.834531,0 -0.362594,50.834477,0 -0.362362,50.834445,0 -0.361864,50.834477,0
a536	61	v592	v593	168	-12	-0.361864,50.834477,0 -0.361691,50.83394,0
a537	31	v592	v594	67	-113	-0.361864,50.834477,0 -0.361452,50.834586,0
a538	50	v573	v595	83	-97	-0.373367,50.813801,0 -0.372667,50.813853,0
a539	21	v573	v522	-96	84	-0.373367,50.813801,0 -0.373661,50.813781,0
a540	23	v326	v596	36	-144	-0.375653,50.829383,0 -0.375461,50.829551,0
a541	32	v597	v598	44	-136	-0.365898,50.830339,0 -0.365582,50.830546,0
a542	50	v597	v599	3	158	-0.365898,50.830339,0 -0.365882,50.830535,0 -0.365843,50.830613,0 -0.365864,50.830662,0 -0.365902,50.830713,0 -0.365941,50.830773,0
a543	20	v600	v597	18	-136	-0.366039,50.830183,0 -0.365988,50.83028,0 -0.365898,50.830339,0
a544	47	v601	v602	160	2	-0.364678,50.835503,0 -0.364638,50.835432,0 -0.36458,50.835327,0 -0.364557,50.835224,0 -0.364554,50.835152,0 -0.364558,50.835094,0
a545	16	v601	v603	74	-106	-0.364678,50.835503,0 -0.364463,50.835541,0
a546	37	v601	v604	-105	57	-0.364678,50.835503,0 -0.364778,50.835486,0 -0.365,50.83545,0 -0.365167,50.835382,0
a547	106	v261	v208	169	-4	-0.39166,50.824734,0 -0.391624,50.824619,0 -0.391671,50.823935,0 -0.391655,50.82378,0
a548	152	v261	v605	-88	65	-0.39166,50.824734,0 -0.393294,50.824762,0 -0.393646,50.824741,0 -0.393801,50.824696,0
a549	187	v606	v607	-92	122	-0.380276,50.814168,0 -0.380432,50.814164,0 -0.380606,50.81419,0 -0.380714,50.814247,0 -0.380864,50.814338,0 -0.381025,50.814543,0 -0.381223,50.814781,0 -0.381457,50.81497,0 -0.381715,50.815111,0 -0.381906,50.815209,0 -0.382099,50.815286,0
a550	90	v606	v608	-4	176	-0.380276,50.814168,0 -0.380366,50.814978,0
a551	59	v606	v609	-178	20	-0.380276,50.814168,0 -0.380283,50.814005,0 -0.380314,50.813824,0 -0.380339,50.813725,0 -0.380387,50.813641,0
a552	18	v602	v610	134	-32	-0.364558,50.835094,0 -0.364467,50.835039,0 -0.364401,50.834973,0
a553	63	v602	v604	-45	83	-0.364558,50.835094,0 -0.364596,50.835118,0 -0.364699,50.835177,0 -0.36481,50.835302,0 -0.364864,50.835406,0 -0.365167,50.835382,0
a554	67	v603	v610	164	51	-0.364463,50.835541,0 -0.364394,50.835393,0 -0.364353,50.835298,0 -0.364336,50.835197,0 -0.364327,50.835095,0 -0.364322,50.835014,0 -0.364401,50.834973,0
a555	15	v603	v611	74	-106	-0.364463,50.835541,0 -0.364384,50.835555,0 -0.364251,50.835579,0
a556	395	v044	v345	2	-176	-0.387028,50.830511,0 -0.386984,50.831325,0 -0.387122,50.83166,0 -0.387428,50.831957,0 -0.387662,50.83211,0 -0.387915,50.832327,0 -0.388077,50.832561,0 -0.388095,50.832804,0 -0.388086,50.833138,0 -0.38801,50.833857,0
a557	124	v044	v356	88	-92	-0.387028,50.830511,0 -0.38526,50.830559,0
a558	72	v612	v613	87	-112	-0.382912,50.828821,0 -0.382256,50.828845,0 -0.381916,50.82893,0
a559	357	v614	v612	0	176	-0.382486,50.825627,0 -0.382489,50.826428,0 -0.382547,50.827197,0 -0.382861,50.828349,0 -0.382912,50.828821,0
a560	88	v612	v615	-93	87	-0.382912,50.828821,0 -0.384157,50.828783,0
a561	82	v063	v616	-131	-71	-0.357274,50.822651,0 -0.357652,50.822447,0 -0.357693,50.822411,0 -0.357717,50.822365,0 -0.357734,50.822311,0 -0.357719,50.82227,0 -0.357686,50.82223,0 -0.357614,50.822168,0 -0.357561,50.822127,0 -0.357474,50.822108,0
a562	16	v617	v618	-6	174	-0.392341,50.820653,0 -0.392366,50.820793,0
a563	188	v617	v580	89	-91	-0.392341,50.820653,0 -0.38967,50.820695,0
a564	36	v617	v619	175	-5	-0.392341,50.820653,0 -0.392299,50.820332,0
a565	80	v611	v620	163	-5	-0.364251,50.835579,0 -0.3642,50.835474,0 -0.364154,50.835374,0 -0.364125,50.835266,0 -0.364116,50.835136,0 -0.364104,50.834978,0 -0.364088,50.834867,0
a566	16	v611	v621	74	-106	-0.364251,50.835579,0 -0.364035,50.835619,0
a567	44	v112	v622	73	-107	-0.368788,50.818178,0 -0.368193,50.818291,0
a568	36	v112	v120	-105	75	-0.368788,50.818178,0 -0.36928,50.818092,0
a569	74	v112	v623	-5	175	-0.368788,50.818178,0 -0.368886,50.818842,0
a570	91	v311	v624	178	-2	-0.388242,50.824646,0 -0.38819,50.823824,0
a571	163	v207	v578	167	-76	-0.39197,50.822624,0 -0.391943,50.822548,0 -0.390663,50.821496,0 -0.39057,50.821481,0
a572	33	v620	v610	-110	148	-0.364088,50.834867,0 -0.364278,50.834823,0 -0.364308,50.83488,0 -0.364401,50.834973,0
a573	16	v620	v625	70	-110	-0.364088,50.834867,0 -0.363868,50.834918,0
a574	16	v621	v626	74	-106	-0.364035,50.835619,0 -0.363823,50.835658,0
a575	79	v621	v625	167	-6	-0.364035,50.835619,0 -0.363986,50.835488,0 -0.363935,50.835388,0 -0.363917,50.835301,0 -0.3639,50.835144,0 -0.363882,50.835003,0 -0.363868,50.834918,0
a576	16	v625	v627	70	-110	-0.363868,50.834918,0 -0.36366,50.834967,0
a577	16	v628	v629	76	-104	-0.363869,50.814532,0 -0.36365,50.814566,0
a578	37	v628	v630	-103	77	-0.363869,50.814532,0 -0.364383,50.814455,0
a579	29	v628	v631	167	-11	-0.363869,50.814532,0 -0.363818,50.814389,0 -0.363782,50.814274,0
a580	53	v629	v632	77	-103	-0.36365,50.814566,0 -0.362915,50.814673,0
a581	59	v629	v633	-13	167	-0.36365,50.814566,0 -0.363836,50.81508,0
a582	46	v629	v634	167	-13	-0.36365,50.814566,0 -0.363602,50.814434,0 -0.363372,50.814467,0 -0.363326,50.81434,0
a583	258	v635	v604	178	-12	-0.366526,50.837471,0 -0.366516,50.83728,0 -0.36639,50.836961,0 -0.365936,50.83664,0 -0.365816,50.836511,0 -0.365655,50.836388,0 -0.365452,50.836114,0 -0.365287,50.835753,0 -0.365167,50.835382,0
a584	43	v636	v637	80	-100	-0.371908,50.832353,0 -0.371308,50.832418,0
a585	39	v636	v366	-10	170	-0.371908,50.832353,0 -0.372004,50.8327,0
a586	45	v636	v638	170	-10	-0.371908,50.832353,0 -0.371791,50.831951,0
a587	9	v633	v639	77	-103	-0.363836,50.81508,0 -0.363716,50.815098,0
a588	20	v633	v640	-14	166	-0.363836,50.81508,0 -0.363904,50.815256,0
a589	110	v627	v626	71	74	-0.36366,50.834967,0 -0.363597,50.834981,0 -0.363438,50.835021,0 -0.363466,50.835277,0 -0.363522,50.835484,0 -0.363591,50.835661,0 -0.363596,50.8357,0 -0.363823,50.835658,0
a590	192	v575	v624	0	177	-0.388045,50.822103,0 -0.388043,50.822486,0 -0.388148,50.823231,0 -0.38819,50.823824,0
a591	109	v575	v641	169	-2	-0.388045,50.822103,0 -0.387967,50.821858,0 -0.387921,50.82113,0
a592	8	v640	v642	76	-104	-0.363904,50.815256,0 -0.363791,50.815274,0
a593	15	v640	v643	-11	169	-0.363904,50.815256,0 -0.363945,50.815384,0
a594	8	v640	v644	-105	75	-0.363904,50.815256,0 -0.364017,50.815237,0
a595	201	v645	v646	-104	75	-0.363569,50.819192,0 -0.363726,50.819168,0 -0.36402,50.819142,0 -0.364382,50.81913,0 -0.364759,50.819107,0 -0.365177,50.819065,0 -0.365552,50.819016,0 -0.366375,50.818878,0
a596	335	v645	v155	77	-105	-0.363569,50.819192,0 -0.36337,50.819222,0 -0.362173,50.81943,0 -0.360472,50.81972,0 -0.358966,50.819973,0
a597	120	v645	v647	148	-25	-0.363569,50.819192,0 -0.363432,50.819052,0 -0.362828,50.818217,0
a598	36	v521	v648	-99	81	-0.374418,50.813721,0 -0.374919,50.813672,0
a599	120	v521	v649	-7	173	-0.374418,50.813721,0 -0.374631,50.81479,0
a600	108	v578	v580	144	-36	-0.39057,50.821481,0 -0.38967,50.820695,0
a601	73	v650	v227	88	-92	-0.372355,50.829115,0 -0.371312,50.829135,0
a602	39	v650	v276	-6	174	-0.372355,50.829115,0 -0.372417,50.829462,0
a603	7	v650	v500	176	-4	-0.372355,50.829115,0 -0.372348,50.829055,0
a604	48	v410	v028	1	-179	-0.366971,50.831528,0 -0.366959,50.83196,0
a605	410	v651	v410	168	-79	-0.370002,50.834095,0 -0.369349,50.83213,0 -0.369117,50.831913,0 -0.368714,50.831767,0 -0.368199,50.83168,0 -0.366971,50.831528,0
a606	14	v652	v653	-83	97	-0.381916,50.831391,0 -0.382114,50.831407,0
a607	74	v269	v442	-97	81	-0.39366,50.829014,0 -0.393962,50.828991,0 -0.394698,50.828914,0
a608	221	v440	v442	179	-101	-0.39594,50.830016,0 -0.395915,50.829402,0 -0.395915,50.828811,0 -0.395469,50.828811,0 -0.394981,50.828879,0 -0.394698,50.828914,0
a609	147	v026	v515	84	-80	-0.376499,50.811552,0 -0.376354,50.811562,0 -0.376159,50.811571,0 -0.375913,50.811588,0 -0.37557,50.811607,0 -0.37537,50.811603,0 -0.375193,50.811584,0 -0.374915,50.811511,0 -0.374705,50.811458,0 -0.374585,50.811429,0 -0.37447,50.811416,0
a610	73	v515	v654	-3	174	-0.37447,50.811416,0 -0.374492,50.811676,0 -0.374559,50.81207,0
a611	43	v655	v656	85	-95	-0.396643,50.819367,0 -0.39604,50.819401,0
a612	137	v657	v658	164	-16	-0.386022,50.816779,0 -0.385491,50.815595,0
a613	97	v657	v659	-16	163	-0.386022,50.816779,0 -0.386089,50.816929,0 -0.386414,50.817611,0
a614	242	v657	v660	78	-44	-0.386022,50.816779,0 -0.385938,50.81679,0 -0.385821,50.816791,0 -0.38564,50.816764,0 -0.385396,50.816711,0 -0.385062,50.816618,0 -0.384595,50.816473,0 -0.384175,50.816317,0 -0.383996,50.816238,0 -0.383777,50.816127,0 -0.383591,50.816021,0 -0.383201,50.815791,0 -0.383103,50.815727,0
a615	144	v661	v662	3	-177	-0.387947,50.834767,0 -0.387857,50.836064,0
a616	70	v661	v663	94	-86	-0.387947,50.834767,0 -0.386946,50.834719,0
a617	101	v661	v345	-177	3	-0.387947,50.834767,0 -0.38801,50.833857,0
a618	20	v664	v665	175	-5	-0.371821,50.811489,0 -0.371797,50.811308,0
a619	57	v664	v666	103	-5	-0.371821,50.811489,0 -0.37171,50.811473,0 -0.371637,50.811439,0 -0.371593,50.811398,0 -0.371531,50.811307,0 -0.371494,50.81124,0 -0.371467,50.811163,0 -0.371455,50.811076,0
a620	51	v664	v667	-85	85	-0.371821,50.811489,0 -0.372068,50.811504,0 -0.372539,50.81148,0
a621	48	v664	v571	-5	165	-0.371821,50.811489,0 -0.371828,50.811544,0 -0.371835,50.81165,0 -0.371856,50.811755,0 -0.371924,50.811918,0
a622	81	v658	v668	167	-13	-0.385491,50.815595,0 -0.385239,50.814886,0
a623	169	v658	v660	82	-103	-0.385491,50.815595,0 -0.385097,50.815628,0 -0.384833,50.815652,0 -0.384563,50.815672,0 -0.384204,50.815692,0 -0.383411,50.815699,0 -0.383193,50.815714,0 -0.383103,50.815727,0
a624	61	v477	v669	-52	135	-0.376639,50.82958,0 -0.376709,50.829614,0 -0.377261,50.829966,0
a625	7	v284	v477	-63	71	-0.37655,50.829576,0 -0.376593,50.82959,0 -0.376639,50.82958,0
a626	49	v670	v671	77	-103	-0.36437,50.820593,0 -0.363688,50.820696,0
a627	56	v670	v672	-103	77	-0.36437,50.820593,0 -0.365145,50.820476,0
a628	91	v670	v673	-14	82	-0.36437,50.820593,0 -0.364462,50.820835,0 -0.36469,50.820933,0 -0.365016,50.820899,0 -0.365307,50.820872,0
a629	12	v674	v675	99	-59	-0.367383,50.827853,0 -0.367294,50.827844,0 -0.367225,50.827818,0
a630	40	v675	v187	11	-169	-0.367225,50.827818,0 -0.367122,50.828168,0
a631	21	v676	v675	-24	130	-0.367053,50.82767,0 -0.367089,50.827722,0 -0.367146,50.827776,0 -0.367225,50.827818,0
a632	77	v338	v677	-17	167	-0.39568,50.82224,0 -0.395734,50.822355,0 -0.395932,50.822916,0
a633	40	v338	v567	-99	81	-0.39568,50.82224,0 -0.396242,50.822183,0
a634	143	v678	v679	-98	74	-0.358349,50.817796,0 -0.358494,50.817783,0 -0.358805,50.817738,0 -0.360323,50.817472,0
a635	74	v679	v680	-11	169	-0.360323,50.817472,0 -0.360528,50.818127,0
a636	67	v679	v681	166	-14	-0.360323,50.817472,0 -0.360087,50.816884,0
a637	243	v659	v682	94	-94	-0.386414,50.817611,0 -0.386091,50.817596,0 -0.385696,50.817569,0 -0.385319,50.817515,0 -0.384889,50.81745,0 -0.384409,50.817308,0 -0.383877,50.817108,0 -0.383322,50.816903,0 -0.383261,50.816892,0 -0.383213,50.816894,0
a638	77	v659	v078	-17	163	-0.386414,50.817611,0 -0.38673,50.818276,0
a639	83	v588	v683	-5	175	-0.375826,50.812862,0 -0.375938,50.813602,0
a640	132	v588	v589	170	84	-0.375826,50.812862,0 -0.375654,50.812227,0 -0.376508,50.812172,0
a641	242	v684	v685	175	-5	-0.387109,50.821138,0 -0.386837,50.818965,0
a642	55	v684	v550	90	-90	-0.387109,50.821138,0 -0.386321,50.821139,0
a643	57	v684	v641	-91	89	-0.387109,50.821138,0 -0.387921,50.82113,0
a644	9	v134	v686	-16	164	-0.362074,50.827246,0 -0.362108,50.82732,0
a645	98	v687	v465	-8	172	-0.360435,50.825375,0 -0.360621,50.82625,0
a646	130	v246	v687	-169	-96	-0.361642,50.825753,0 -0.361724,50.825482,0 -0.361649,50.825436,0 -0.361271,50.825458,0 -0.361188,50.825394,0 -0.361113,50.825333,0 -0.360435,50.825375,0
a647	189	v520	v687	35	172	-0.360296,50.82372,0 -0.360161,50.82384,0 -0.36012,50.823939,0 -0.360132,50.824073,0 -0.360435,50.825375,0
a648	201	v688	v689	166	-2	-0.357741,50.814535,0 -0.357508,50.813934,0 -0.357462,50.813585,0 -0.35745,50.813376,0 -0.357386,50.813148,0 -0.357316,50.813073,0 -0.357264,50.812945,0 -0.357256,50.812764,0
a649	95	v688	v690	78	-102	-0.357741,50.814535,0 -0.356422,50.814711,0
a650	53	v688	v691	-104	76	-0.357741,50.814535,0 -0.358474,50.814423,0
a651	205	v688	v692	-13	167	-0.357741,50.814535,0 -0.358415,50.81633,0
a652	4	v692	v693	78	-102	-0.358415,50.81633,0 -0.358356,50.816338,0
a653	101	v692	v138	-104	76	-0.358415,50.81633,0 -0.359816,50.816108,0
a654	62	v694	v695	-72	92	-0.393275,50.815915,0 -0.393404,50.815942,0 -0.393593,50.81604,0 -0.394092,50.816052,0
a655	62	v589	v696	170	4	-0.376508,50.812172,0 -0.376458,50.811984,0 -0.376498,50.811614,0
a656	25	v697	v150	-3	177	-0.372914,50.82062,0 -0.372934,50.820846,0
a657	45	v697	v698	179	-1	-0.372914,50.82062,0 -0.372901,50.820217,0
a658	261	v697	v387	85	-95	-0.372914,50.82062,0 -0.369208,50.82081,0
a659	6	v699	v700	-177	3	-0.369202,50.811114,0 -0.369206,50.811064,0
a660	69	v701	v699	172	-30	-0.369392,50.811717,0 -0.369362,50.811576,0 -0.369268,50.811186,0 -0.369202,50.811114,0
a661	91	v702	v699	170	45	-0.368943,50.811771,0 -0.368847,50.811432,0 -0.368818,50.811246,0 -0.369074,50.811195,0 -0.369202,50.811114,0
a662	88	v138	v681	-12	168	-0.359816,50.816108,0 -0.360087,50.816884,0
a663	204	v138	v703	169	-11	-0.359816,50.816108,0 -0.359245,50.814313,0
a664	128	v704	v705	-4	178	-0.38351,50.819993,0 -0.383599,50.82077,0 -0.383616,50.821144,0
a665	81	v704	v706	91	-89	-0.38351,50.819993,0 -0.382353,50.819979,0
a666	116	v704	v707	175	-33	-0.38351,50.819993,0 -0.383452,50.81959,0 -0.383328,50.819329,0 -0.383127,50.819154,0 -0.383,50.819032,0
a667	91	v191	v668	87	-87	-0.38649,50.815028,0 -0.386383,50.815031,0 -0.386268,50.815029,0 -0.386124,50.814999,0 -0.3859,50.814928,0 -0.385729,50.814901,0 -0.385239,50.814886,0
a668	107	v191	v708	164	1	-0.38649,50.815028,0 -0.386311,50.814636,0 -0.386259,50.814326,0 -0.386266,50.81408,0
a669	49	v705	v334	89	-91	-0.383616,50.821144,0 -0.382913,50.821148,0
a670	190	v705	v550	-90	90	-0.383616,50.821144,0 -0.386321,50.821139,0
a671	41	v709	v710	89	-91	-0.371417,50.828187,0 -0.370836,50.828193,0
a672	47	v711	v712	-11	169	-0.379052,50.82003,0 -0.379182,50.820447,0
a673	170	v711	v713	-92	88	-0.379052,50.82003,0 -0.381477,50.819985,0
a674	96	v711	v458	171	-9	-0.379052,50.82003,0 -0.378832,50.819181,0
a675	44	v714	v715	-12	168	-0.360354,50.812093,0 -0.360487,50.812483,0
a676	71	v714	v716	168	-103	-0.360354,50.812093,0 -0.360251,50.811792,0 -0.360207,50.81176,0 -0.359757,50.811828,0
a677	88	v714	v717	78	-102	-0.360354,50.812093,0 -0.359126,50.812258,0
a678	71	v718	v719	71	-109	-0.394456,50.824014,0 -0.393504,50.824216,0
a679	63	v455	v720	-95	81	-0.387436,50.813479,0 -0.387639,50.813468,0 -0.388317,50.813399,0
a680	104	v721	v455	-6	-175	-0.387556,50.812557,0 -0.387599,50.812839,0 -0.387479,50.813181,0 -0.387436,50.813479,0
a681	110	v455	v708	33	-105	-0.387436,50.813479,0 -0.387136,50.813772,0 -0.386832,50.813928,0 -0.386523,50.814037,0 -0.386266,50.81408,0
a682	103	v722	v723	-6	174	-0.37672,50.814492,0 -0.376885,50.815413,0
a683	93	v722	v724	-98	82	-0.37672,50.814492,0 -0.378031,50.814382,0
a684	104	v722	v725	172	-8	-0.37672,50.814492,0 -0.376605,50.813981,0 -0.376514,50.813562,0
a685	112	v433	v726	90	-153	-0.390656,50.827258,0 -0.389672,50.827258,0 -0.389538,50.827329,0 -0.389564,50.827522,0 -0.389505,50.827594,0
a686	23	v727	v728	152	-28	-0.380885,50.837671,0 -0.38073,50.83749,0
a687	16	v156	v519	-13	167	-0.359763,50.822216,0 -0.359814,50.822355,0
a688	67	v156	v729	80	-100	-0.359763,50.822216,0 -0.358829,50.822321,0
a689	24	v724	v730	170	-10	-0.378031,50.814382,0 -0.377973,50.814165,0
a690	59	v724	v731	-7	173	-0.378031,50.814382,0 -0.378137,50.814905,0
a691	84	v732	v236	104	-76	-0.368574,50.830801,0 -0.367412,50.830617,0
a692	164	v732	v569	180	-46	-0.368574,50.830801,0 -0.36856,50.82962,0 -0.368529,50.829568,0 -0.368256,50.829404,0
a693	122	v732	v220	-83	73	-0.368574,50.830801,0 -0.368836,50.83082,0 -0.370295,50.830853,0 -0.370311,50.83085,0
a694	78	v454	v733	-93	87	-0.385122,50.812536,0 -0.386236,50.812501,0
a695	221	v721	v734	-74	84	-0.387556,50.812557,0 -0.387845,50.812611,0 -0.390678,50.812424,0
a696	75	v721	v495	179	4	-0.387556,50.812557,0 -0.387548,50.812226,0 -0.387582,50.811884,0
a697	93	v733	v721	-86	94	-0.386236,50.812501,0 -0.386784,50.812523,0 -0.387556,50.812557,0
a698	179	v735	v736	173	-7	-0.393098,50.818147,0 -0.39277,50.816552,0
a699	87	v735	v487	79	-102	-0.393098,50.818147,0 -0.392068,50.818269,0 -0.391888,50.818293,0
a700	98	v735	v737	-99	81	-0.393098,50.818147,0 -0.394479,50.81801,0
a701	35	v407	v738	-10	170	-0.373678,50.834758,0 -0.373763,50.835069,0
a702	106	v407	v412	-100	80	-0.373678,50.834758,0 -0.375167,50.834597,0
a703	167	v011	v420	-91	89	-0.383106,50.823897,0 -0.385485,50.823858,0
a704	17	v739	v740	77	-103	-0.363753,50.814183,0 -0.363522,50.814216,0
a705	32	v739	v741	-103	77	-0.363753,50.814183,0 -0.364194,50.814121,0
a706	10	v739	v631	-11	169	-0.363753,50.814183,0 -0.363782,50.814274,0
a707	16	v742	v740	-103	77	-0.363294,50.814248,0 -0.363522,50.814216,0
a708	16	v742	v743	78	-102	-0.363294,50.814248,0 -0.363073,50.814278,0
a709	10	v742	v634	-12	168	-0.363294,50.814248,0 -0.363326,50.81434,0
a710	4	v560	v744	156	-24	-0.370652,50.811524,0 -0.370631,50.811494,0
a711	31	v560	v547	88	-105	-0.370652,50.811524,0 -0.370597,50.811525,0 -0.37047,50.811541,0 -0.370264,50.811566,0 -0.370222,50.811573,0
a712	72	v683	v648	84	-96	-0.375938,50.813602,0 -0.374919,50.813672,0
a713	41	v683	v725	-96	84	-0.375938,50.813602,0 -0.376514,50.813562,0
a714	18	v745	v268	109	-71	-0.368731,50.815556,0 -0.368487,50.815504,0
a715	120	v745	v117	-7	173	-0.368731,50.815556,0 -0.368929,50.816631,0
a716	96	v745	v746	-71	92	-0.368731,50.815556,0 -0.369407,50.815701,0 -0.370064,50.815713,0
a717	94	v632	v747	-13	167	-0.362915,50.814673,0 -0.363217,50.815495,0
a718	45	v632	v748	167	-13	-0.362915,50.814673,0 -0.362829,50.814441,0 -0.362891,50.814432,0 -0.362846,50.814308,0
a719	59	v394	v749	166	-14	-0.373298,50.824535,0 -0.373096,50.824016,0
a720	209	v394	v750	-11	169	-0.373298,50.824535,0 -0.373842,50.826387,0
a721	139	v360	v751	86	-114	-0.375353,50.833328,0 -0.375151,50.833338,0 -0.374855,50.833364,0 -0.374687,50.833383,0 -0.374422,50.833424,0 -0.37413,50.833476,0 -0.373837,50.833543,0 -0.373454,50.833651,0
a722	143	v360	v412	-3	-168	-0.375353,50.833328,0 -0.375409,50.833937,0 -0.375389,50.834034,0 -0.375336,50.834163,0 -0.375282,50.834299,0 -0.375214,50.834453,0 -0.375167,50.834597,0
a723	12	v752	v461	-162	18	-0.381999,50.833247,0 -0.382052,50.833143,0
a724	90	v752	v437	-2	-48	-0.381999,50.833247,0 -0.382004,50.83333,0 -0.381612,50.833451,0 -0.381186,50.833434,0 -0.380976,50.833316,0
a725	21	v752	v753	-100	105	-0.381999,50.833247,0 -0.382073,50.833239,0 -0.382287,50.833276,0
a726	13	v752	v462	80	-100	-0.381999,50.833247,0 -0.381811,50.833267,0
a727	110	v328	v010	179	-1	-0.381245,50.82583,0 -0.381225,50.824844,0
