name	d (m)	v1	v2	angle1 (deg)	angle2 (deg)	trackpoints
a1424	61	v097	v405	75	-105	-0.371904,50.816031,0 -0.371062,50.816173,0
a1425	43	v1102	v1189	-12	-163	-0.392158,50.823729,0 -0.392244,50.823994,0 -0.39219,50.824109,0
a1426	79	v1102	v1190	-102	78	-0.392158,50.823729,0 -0.393262,50.823586,0
a1427	89	v836	v836	-9	68	-0.363405,50.816166,0 -0.363429,50.816265,0 -0.363405,50.816347,0 -0.363324,50.816411,0 -0.363213,50.81643,0 -0.363065,50.816374,0 -0.363044,50.81629,0 -0.363115,50.816241,0 -0.363405,50.816166,0
a1428	62	v1191	v1033	-92	176	-0.390592,50.823384,0 -0.390849,50.823377,0 -0.390892,50.823775,0
a1429	111	v1192	v1193	175	-8	-0.396631,50.824499,0 -0.396607,50.824322,0 -0.39639,50.824045,0 -0.396106,50.823682,0 -0.396083,50.823578,0
a1430	113	v1192	v508	-5	-136	-0.396631,50.824499,0 -0.396665,50.824741,0 -0.396525,50.825148,0 -0.396126,50.825405,0
a1431	141	v1192	v1194	86	-11	-0.396631,50.824499,0 -0.395272,50.824556,0 -0.395151,50.824158,0
a1432	77	v1195	v1193	-93	87	-0.394986,50.823614,0 -0.396083,50.823578,0
a1433	8	v1195	v1196	-11	169	-0.394986,50.823614,0 -0.395009,50.823689,0
a1434	112	v1195	v1197	86	-94	-0.394986,50.823614,0 -0.3934,50.823686,0
a1435	74	v1193	v677	172	-12	-0.396083,50.823578,0 -0.395943,50.822948,0 -0.395932,50.822916,0
a1436	60	v1198	v719	-14	166	-0.393302,50.82369,0 -0.393504,50.824216,0
a1437	7	v1198	v1197	-94	86	-0.393302,50.82369,0 -0.3934,50.823686,0
a1438	12	v1198	v1190	166	-14	-0.393302,50.82369,0 -0.393262,50.823586,0
a1439	201	v677	v1199	82	-98	-0.395932,50.822916,0 -0.393102,50.823172,0
a1440	53	v1196	v1194	-11	169	-0.395009,50.823689,0 -0.395151,50.824158,0
a1441	53	v1196	v1194	-11	169	-0.395009,50.823689,0 -0.395151,50.824158,0
a1442	61	v1197	v1199	166	-29	-0.3934,50.823686,0 -0.393277,50.823373,0 -0.393102,50.823172,0
a1443	8	v1199	v1200	81	-99	-0.393102,50.823172,0 -0.392987,50.823183,0
a1444	25	v1201	v1202	88	-92	-0.391348,50.819197,0 -0.390987,50.819206,0
a1445	34	v1203	v1204	-92	88	-0.389344,50.819246,0 -0.389825,50.819234,0
a1446	34	v1202	v585	-2	178	-0.390987,50.819206,0 -0.391004,50.819515,0
a1447	42	v1202	v1205	88	-92	-0.390987,50.819206,0 -0.390384,50.819221,0
a1448	126	v734	v1176	-176	-5	-0.390678,50.812424,0 -0.390716,50.812065,0 -0.390603,50.811298,0
a1449	7	v1176	v1206	175	-5	-0.390603,50.811298,0 -0.390594,50.811236,0
a1450	34	v1205	v1207	-2	178	-0.390384,50.819221,0 -0.390399,50.819528,0
a1451	39	v1205	v1204	88	-92	-0.390384,50.819221,0 -0.389825,50.819234,0
a1452	19	v416	v1160	176	-4	-0.392534,50.827006,0 -0.392516,50.82684,0
a1453	44	v646	v1208	165	-15	-0.366375,50.818878,0 -0.366215,50.818498,0
a1454	144	v646	v622	-114	67	-0.366375,50.818878,0 -0.366644,50.818801,0 -0.36791,50.818367,0 -0.368193,50.818291,0
a1455	213	v623	v646	73	-15	-0.368886,50.818842,0 -0.368458,50.818924,0 -0.368029,50.819032,0 -0.367583,50.819178,0 -0.367214,50.819276,0 -0.367017,50.819296,0 -0.366827,50.819276,0 -0.366631,50.819225,0 -0.366511,50.819149,0 -0.366448,50.819047,0 -0.366375,50.818878,0
a1456	90	v1209	v073	-96	84	-0.379037,50.828662,0 -0.380313,50.82858,0
a1457	34	v182	v814	16	-164	-0.381587,50.817878,0 -0.381456,50.818171,0
a1458	62	v182	v815	109	-86	-0.381587,50.817878,0 -0.381259,50.817808,0 -0.380719,50.817784,0
a1459	7	v786	v1180	93	-87	-0.374431,50.817059,0 -0.374338,50.817056,0
a1460	49	v786	v1210	-87	101	-0.374431,50.817059,0 -0.374703,50.817069,0 -0.374905,50.817081,0 -0.375124,50.817107,0
a1461	165	v615	v167	172	-8	-0.384157,50.828783,0 -0.383822,50.827314,0
a1462	74	v615	v354	-90	90	-0.384157,50.828783,0 -0.385204,50.828783,0
a1463	75	v1025	v227	-91	89	-0.370238,50.82915,0 -0.371312,50.829135,0
a1464	67	v1074	v1211	77	-103	-0.394175,50.828311,0 -0.393631,50.828388,0 -0.393247,50.828444,0
a1465	16	v1074	v423	-169	11	-0.394175,50.828311,0 -0.394218,50.828168,0
a1466	64	v545	v565	89	-76	-0.384273,50.811458,0 -0.38421,50.811459,0 -0.38389,50.811452,0 -0.38368,50.811434,0 -0.38353,50.811402,0 -0.383376,50.811378,0
a1467	107	v545	v546	1	176	-0.384273,50.811458,0 -0.384267,50.81186,0 -0.384316,50.812042,0 -0.38436,50.812418,0
a1468	70	v1212	v1160	81	-88	-0.393328,50.826671,0 -0.393134,50.826691,0 -0.393108,50.826782,0 -0.393081,50.826833,0 -0.392974,50.826857,0 -0.392839,50.826847,0 -0.392516,50.82684,0
a1469	61	v374	v1213	-168	-13	-0.389761,50.836535,0 -0.389818,50.836365,0 -0.389684,50.835998,0
a1470	58	v346	v1214	-96	41	-0.389375,50.835218,0 -0.389796,50.835191,0 -0.390062,50.835001,0
a1471	22	v346	v469	-14	166	-0.389375,50.835218,0 -0.389452,50.835408,0
a1472	25	v1214	v1215	-144	36	-0.390062,50.835001,0 -0.390276,50.834817,0
a1473	49	v1214	v1216	-50	23	-0.390062,50.835001,0 -0.390491,50.835229,0 -0.390542,50.835153,0
a1474	140	v1217	v862	175	-7	-0.372947,50.814999,0 -0.372913,50.814736,0 -0.373127,50.814666,0 -0.373822,50.814564,0 -0.373742,50.814177,0
a1475	97	v1217	v096	76	-104	-0.372947,50.814999,0 -0.3716,50.815204,0
a1476	16	v1217	v1218	-104	76	-0.372947,50.814999,0 -0.373174,50.814964,0
a1477	51	v992	v290	83	-97	-0.357838,50.825425,0 -0.357114,50.825478,0
a1478	102	v423	v1211	113	-176	-0.394218,50.828168,0 -0.393811,50.82806,0 -0.39328,50.828151,0 -0.393247,50.828444,0
a1479	248	v1002	v1002	107	73	-0.364477,50.83028,0 -0.363911,50.830172,0 -0.363542,50.830172,0 -0.363224,50.830172,0 -0.362984,50.830199,0 -0.362855,50.830313,0 -0.362932,50.830416,0 -0.363387,50.830448,0 -0.363834,50.830448,0 -0.364125,50.830346,0 -0.364477,50.83028,0
a1480	34	v919	v1086	-2	178	-0.395657,50.832956,0 -0.395678,50.833263,0
a1481	8	v1219	v943	-65	115	-0.376063,50.817325,0 -0.376169,50.817356,0
a1482	204	v1165	v1219	-5	-157	-0.375764,50.815512,0 -0.375776,50.815602,0 -0.375925,50.816348,0 -0.376065,50.81686,0 -0.376101,50.817269,0 -0.376063,50.817325,0
a1483	70	v1210	v1219	-75	114	-0.375124,50.817107,0 -0.375337,50.817142,0 -0.375579,50.817194,0 -0.375852,50.817265,0 -0.376063,50.817325,0
a1484	278	v844	v1162	-9	-98	-0.396505,50.812592,0 -0.396816,50.813896,0 -0.394962,50.814068,0
a1485	79	v844	v549	-100	-19	-0.396505,50.812592,0 -0.396579,50.812584,0 -0.39661,50.812447,0 -0.396582,50.812272,0 -0.396492,50.812048,0 -0.396432,50.811935,0
a1486	142	v345	v930	91	-89	-0.38801,50.833857,0 -0.386231,50.833834,0 -0.385991,50.833832,0
a1487	80	v405	v756	164	-93	-0.371062,50.816173,0 -0.371007,50.816049,0 -0.37007,50.816077,0
a1488	63	v340	v209	-1	-169	-0.392441,50.822016,0 -0.392454,50.822363,0 -0.392388,50.822575,0
a1489	81	v340	v1220	179	-1	-0.392441,50.822016,0 -0.392421,50.821292,0
a1490	204	v946	v1170	-7	173	-0.379154,50.811478,0 -0.37951,50.813301,0
a1491	56	v618	v1220	-4	176	-0.392366,50.820793,0 -0.392421,50.821292,0
a1492	27	v440	v161	-104	76	-0.39594,50.830016,0 -0.396313,50.829957,0
a1493	48	v071	v119	167	-13	-0.370786,50.818304,0 -0.370636,50.817884,0
a1494	86	v1062	v1170	-98	86	-0.378294,50.813402,0 -0.379405,50.813306,0 -0.37951,50.813301,0
a1495	64	v1086	v1221	68	-178	-0.395678,50.833263,0 -0.395468,50.833316,0 -0.395167,50.833327,0 -0.395156,50.833571,0
a1496	104	v1222	v917	81	84	-0.395495,50.818795,0 -0.395173,50.818829,0 -0.395184,50.818964,0 -0.395248,50.819066,0 -0.39601,50.819012,0
a1497	25	v676	v1155	178	36	-0.367053,50.82767,0 -0.367049,50.827587,0 -0.367081,50.827519,0 -0.36715,50.827458,0
a1498	124	v495	v1223	-95	85	-0.387582,50.811884,0 -0.38934,50.811779,0
a1499	82	v209	v1200	-74	156	-0.392388,50.822575,0 -0.392496,50.822594,0 -0.392771,50.822879,0 -0.392987,50.823183,0
a1500	107	v1224	v1225	-8	171	-0.391571,50.816973,0 -0.391648,50.817301,0 -0.391798,50.817923,0
a1501	35	v1224	v1226	83	-131	-0.391571,50.816973,0 -0.391196,50.817004,0 -0.391104,50.817054,0
a1502	40	v1224	v1120	172	-8	-0.391571,50.816973,0 -0.391493,50.816619,0
a1503	71	v1227	v364	173	-7	-0.373347,50.833413,0 -0.37331,50.833223,0 -0.373222,50.832783,0
a1504	259	v002	v196	-6	-163	-0.385769,50.825837,0 -0.385959,50.826934,0 -0.385959,50.827195,0 -0.385822,50.827379,0 -0.385264,50.827791,0 -0.385161,50.828002,0
a1505	150	v002	v1103	96	-85	-0.385769,50.825837,0 -0.385152,50.825796,0 -0.384414,50.825652,0 -0.383671,50.82561,0
a1506	50	v1228	v1213	76	-104	-0.390371,50.83589,0 -0.389684,50.835998,0
a1507	124	v982	v1003	-95	85	-0.370231,50.824154,0 -0.371994,50.824063,0
a1508	44	v982	v321	86	-94	-0.370231,50.824154,0 -0.369604,50.824185,0
a1509	87	v354	v196	178	-2	-0.385204,50.828783,0 -0.385161,50.828002,0
a1510	413	v354	v355	-91	119	-0.385204,50.828783,0 -0.389541,50.828712,0 -0.389799,50.828869,0 -0.39049,50.829265,0 -0.390707,50.82934,0
a1511	172	v737	v878	173	-7	-0.394479,50.81801,0 -0.394187,50.81647,0
a1512	299	v1229	v737	-4	-95	-0.396332,50.816386,0 -0.396429,50.817338,0 -0.396382,50.817478,0 -0.396291,50.817633,0 -0.396302,50.817905,0 -0.394479,50.81801,0
a1513	98	v402	v205	-24	170	-0.368792,50.826903,0 -0.368865,50.827006,0 -0.368921,50.827082,0 -0.369077,50.827637,0 -0.36911,50.82776,0
a1514	102	v553	v205	-60	84	-0.36769,50.827764,0 -0.367895,50.82784,0 -0.36911,50.82776,0
a1515	59	v580	v579	144	-36	-0.38967,50.820695,0 -0.389174,50.820267,0
a1516	71	v1150	v1230	81	-95	-0.365686,50.811636,0 -0.365344,50.811671,0 -0.364972,50.811705,0 -0.364678,50.811721,0
a1517	103	v1230	v1150	176	169	-0.364678,50.811721,0 -0.364662,50.811562,0 -0.365642,50.811498,0 -0.365686,50.811636,0
a1518	165	v851	v376	89	-96	-0.379729,50.823566,0 -0.37804,50.823586,0 -0.37739,50.823629,0
a1519	260	v336	v376	-7	174	-0.37739,50.821349,0 -0.377477,50.821798,0 -0.377142,50.822242,0 -0.37739,50.823629,0
a1520	45	v1230	v248	-4	176	-0.364678,50.811721,0 -0.364721,50.812126,0
a1521	171	v987	v1231	78	-91	-0.358599,50.819102,0 -0.357775,50.819216,0 -0.357228,50.819264,0 -0.356194,50.819276,0
a1522	18	v1232	v1233	79	-101	-0.356061,50.817356,0 -0.355806,50.817388,0
a1523	30	v1234	v1232	132	-24	-0.356313,50.817563,0 -0.356136,50.817463,0 -0.356101,50.817412,0 -0.356061,50.817356,0
a1524	32	v1232	v1235	165	80	-0.356061,50.817356,0 -0.356015,50.817248,0 -0.355989,50.817158,0 -0.35612,50.817144,0
a1525	38	v387	v151	-9	171	-0.369208,50.82081,0 -0.369289,50.821151,0
a1526	110	v857	v1236	175	22	-0.362218,50.833897,0 -0.362147,50.833364,0 -0.362094,50.833036,0 -0.36209,50.832975,0 -0.362125,50.832919,0
a1527	35	v288	v286	90	-90	-0.369688,50.830008,0 -0.369184,50.830009,0
a1528	29	v1092	v1153	-6	174	-0.373004,50.81215,0 -0.373045,50.812409,0
a1529	78	v734	v259	0	176	-0.390678,50.812424,0 -0.390678,50.8129,0 -0.390704,50.813128,0
a1530	170	v259	v720	80	-100	-0.390704,50.813128,0 -0.388317,50.813399,0
a1531	43	v773	v1237	-47	133	-0.385066,50.837045,0 -0.385521,50.83731,0
a1532	43	v773	v1237	-47	133	-0.385066,50.837045,0 -0.385521,50.83731,0
a1533	64	v1007	v1149	175	-5	-0.372951,50.819953,0 -0.372868,50.819376,0
a1534	29	v1007	v296	-2	178	-0.372951,50.819953,0 -0.372967,50.820217,0
a1535	43	v1238	v1138	-104	76	-0.370212,50.813458,0 -0.370802,50.813367,0
a1536	107	v1181	v1168	84	-103	-0.368011,50.813434,0 -0.367482,50.813472,0 -0.36707,50.813526,0 -0.366516,50.813609,0
a1537	69	v1181	v225	-13	164	-0.368011,50.813434,0 -0.3682,50.813957,0 -0.368234,50.814034,0
a1538	25	v1128	v891	-2	-100	-0.373754,50.817039,0 -0.373757,50.817091,0 -0.373751,50.81713,0 -0.373719,50.817163,0 -0.373667,50.817183,0 -0.373585,50.817192,0
a1539	8	v1239	v1240	164	-16	-0.37288,50.81432,0 -0.372848,50.81425,0
a1540	75	v1239	v1218	-16	164	-0.37288,50.81432,0 -0.373174,50.814964,0
a1541	114	v1241	v1239	-105	81	-0.371302,50.814534,0 -0.372116,50.814398,0 -0.37288,50.81432,0
a1542	59	v1241	v539	164	-16	-0.371302,50.814534,0 -0.371076,50.814027,0
a1543	77	v1241	v096	-16	164	-0.371302,50.814534,0 -0.3716,50.815204,0
a1544	63	v862	v1240	83	-97	-0.373742,50.814177,0 -0.372848,50.81425,0
a1545	69	v891	v1180	-89	3	-0.373585,50.817192,0 -0.373998,50.817195,0 -0.374328,50.817205,0 -0.374332,50.817129,0 -0.374338,50.817056,0
a1546	82	v623	v385	-7	177	-0.368886,50.818842,0 -0.368904,50.818929,0 -0.368908,50.818956,0 -0.368948,50.819317,0 -0.368973,50.819576,0
a1547	296	v707	v458	68	-90	-0.383,50.819032,0 -0.382479,50.819162,0 -0.378832,50.819181,0
a1548	109	v647	v999	-92	103	-0.362828,50.818217,0 -0.363066,50.818211,0 -0.36362,50.818405,0 -0.363844,50.81838,0 -0.364286,50.818447,0
a1549	85	v1208	v1112	-104	18	-0.366215,50.818498,0 -0.366528,50.818448,0 -0.367146,50.81822,0 -0.367199,50.818114,0
a1550	143	v1208	v999	76	-76	-0.366215,50.818498,0 -0.365809,50.818564,0 -0.365512,50.818616,0 -0.365293,50.818663,0 -0.365026,50.818574,0 -0.364622,50.818543,0 -0.36433,50.818454,0 -0.364286,50.818447,0
a1551	60	v1242	v1112	85	-95	-0.368051,50.818071,0 -0.367199,50.818114,0
a1552	26	v1242	v622	-22	158	-0.368051,50.818071,0 -0.368193,50.818291,0
a1553	133	v1242	v113	158	-47	-0.368051,50.818071,0 -0.367494,50.817208,0 -0.367396,50.817101,0 -0.367236,50.817006,0
a1554	100	v987	v155	-15	165	-0.358599,50.819102,0 -0.358966,50.819973,0
a1555	146	v1243	v1026	83	-92	-0.36911,50.820506,0 -0.368794,50.82053,0 -0.368357,50.820666,0 -0.367953,50.820746,0 -0.36755,50.820779,0 -0.367102,50.820788,0
a1556	38	v317	v1244	-102	78	-0.375479,50.826641,0 -0.376014,50.82657,0
a1557	45	v508	v1245	-88	92	-0.396126,50.825405,0 -0.396768,50.82542,0
a1558	55	v685	v1187	-92	88	-0.386837,50.818965,0 -0.387621,50.818946,0
a1559	5	v698	v296	-90	90	-0.372901,50.820217,0 -0.372967,50.820217,0
a1560	59	v1246	v474	-151	47	-0.393539,50.837813,0 -0.393651,50.837683,0 -0.393822,50.837526,0 -0.394048,50.837394,0
a1561	41	v1026	v386	-179	1	-0.367102,50.820788,0 -0.367117,50.820418,0
a1562	71	v493	v1247	-96	175	-0.39323,50.812034,0 -0.393999,50.811982,0 -0.394022,50.812135,0
a1563	18	v1248	v549	-18	162	-0.396351,50.811782,0 -0.396432,50.811935,0
a1564	41	v105	v865	-55	-176	-0.364191,50.834078,0 -0.364341,50.834144,0 -0.364406,50.834184,0 -0.364443,50.834256,0 -0.364429,50.834375,0
a1565	39	v637	v1050	-11	169	-0.371308,50.832418,0 -0.371409,50.832762,0
a1566	47	v637	v1249	170	-10	-0.371308,50.832418,0 -0.371194,50.832005,0
a1567	40	v637	v1082	80	-100	-0.371308,50.832418,0 -0.370752,50.832479,0
a1568	29	v1250	v1081	-10	170	-0.371031,50.831422,0 -0.371102,50.831677,0
a1569	37	v1081	v1249	-10	170	-0.371102,50.831677,0 -0.371194,50.832005,0
a1570	76	v733	v1251	179	-1	-0.386236,50.812501,0 -0.386216,50.811822,0
a1571	269	v1005	v843	-10	169	-0.373227,50.824033,0 -0.373761,50.825888,0 -0.373916,50.826413,0
a1572	45	v177	v1082	169	-11	-0.370876,50.832875,0 -0.370752,50.832479,0
a1573	42	v638	v1249	82	-98	-0.371791,50.831951,0 -0.371194,50.832005,0
a1574	59	v846	v1252	-76	85	-0.377124,50.82055,0 -0.377353,50.820585,0 -0.377953,50.82055,0
a1575	87	v712	v1252	82	-98	-0.379182,50.820447,0 -0.377953,50.82055,0
a1576	28	v551	v1155	95	-107	-0.367542,50.82742,0 -0.36743,50.827414,0 -0.367291,50.82743,0 -0.36715,50.827458,0
a1577	42	v1252	v1253	169	-11	-0.377953,50.82055,0 -0.37784,50.820183,0
a1578	40	v368	v1254	172	-8	-0.390412,50.81832,0 -0.39033,50.817962,0
a1579	104	v368	v487	-92	88	-0.390412,50.81832,0 -0.391888,50.818293,0
a1580	70	v1255	v814	106	-86	-0.382416,50.818344,0 -0.382001,50.818268,0 -0.381559,50.818176,0 -0.381456,50.818171,0
a1581	5	v1256	v1116	-49	131	-0.357284,50.817421,0 -0.357343,50.817453,0
a1582	40	v187	v674	-152	28	-0.367122,50.828168,0 -0.367383,50.827853,0
a1583	65	v284	v1089	-42	137	-0.37655,50.829576,0 -0.376648,50.829644,0 -0.377188,50.830004,0
a1584	31	v885	v887	-12	168	-0.354914,50.816775,0 -0.355006,50.817051,0
a1585	36	v885	v1257	-98	82	-0.354914,50.816775,0 -0.355414,50.816728,0
a1586	58	v887	v1159	-12	168	-0.355006,50.817051,0 -0.355175,50.817564,0
a1587	160	v1042	v570	-38	172	-0.364884,50.82859,0 -0.365334,50.828958,0 -0.365575,50.82913,0 -0.365819,50.829282,0 -0.365883,50.829449,0 -0.36596,50.829801,0
a1588	42	v1225	v487	-9	171	-0.391798,50.817923,0 -0.391888,50.818293,0
a1589	103	v1225	v1254	88	-92	-0.391798,50.817923,0 -0.39033,50.817962,0
a1590	25	v357	v350	-69	132	-0.380625,50.832899,0 -0.38073,50.832925,0 -0.380863,50.832975,0 -0.380934,50.833015,0
a1591	72	v1116	v1258	31	179	-0.357343,50.817453,0 -0.3573,50.817499,0 -0.357322,50.818094,0
a1592	197	v100	v1003	-3	177	-0.371837,50.822292,0 -0.371994,50.824063,0
a1593	25	v100	v152	-95	85	-0.371837,50.822292,0 -0.372187,50.822272,0
a1594	11	v1259	v141	-97	83	-0.37603,50.826262,0 -0.376184,50.82625,0
a1595	27	v1162	v1260	173	-7	-0.394962,50.814068,0 -0.394915,50.81383,0
a1596	46	v1240	v595	164	-16	-0.372848,50.81425,0 -0.372667,50.813853,0
a1597	18	v1149	v294	-91	89	-0.372868,50.819376,0 -0.373121,50.819372,0
a1598	9	v1261	v1262	-93	87	-0.356335,50.818126,0 -0.356458,50.818122,0
a1599	148	v1210	v784	172	-6	-0.375124,50.817107,0 -0.375026,50.816688,0 -0.374911,50.816109,0 -0.374854,50.815788,0
a1600	24	v553	v674	56	-104	-0.36769,50.827764,0 -0.367638,50.827786,0 -0.367586,50.827808,0 -0.367486,50.827837,0 -0.367383,50.827853,0
a1601	35	v1234	v1263	-155	-1	-0.356313,50.817563,0 -0.356404,50.817441,0 -0.35642,50.817383,0 -0.356415,50.81726,0
a1602	41	v838	v1001	166	-14	-0.360909,50.814371,0 -0.360765,50.814011,0
a1603	39	v838	v1264	141	-65	-0.360909,50.814371,0 -0.360753,50.814249,0 -0.360472,50.814165,0
a1604	72	v967	v943	111	-66	-0.377114,50.81761,0 -0.37672,50.817515,0 -0.376326,50.8174,0 -0.376169,50.817356,0
a1605	54	v897	v967	-161	13	-0.376919,50.818082,0 -0.376999,50.817934,0 -0.377114,50.81761,0
a1606	99	v967	v1265	-69	101	-0.377114,50.81761,0 -0.378059,50.817843,0 -0.378449,50.817892,0
a1607	27	v1264	v1001	-130	50	-0.360472,50.814165,0 -0.360765,50.814011,0
a1608	88	v1264	v703	79	-101	-0.360472,50.814165,0 -0.359245,50.814313,0
a1609	195	v829	v1079	-10	171	-0.361796,50.831154,0 -0.361993,50.831843,0 -0.362181,50.832562,0 -0.362263,50.832886,0
a1610	11	v1236	v1079	-126	80	-0.362125,50.832919,0 -0.362176,50.832896,0 -0.362263,50.832886,0
a1611	279	v1236	v822	96	-138	-0.362125,50.832919,0 -0.361984,50.832909,0 -0.361427,50.832952,0 -0.361359,50.832998,0 -0.36066,50.833524,0 -0.359264,50.834501,0
a1612	17	v298	v1266	174	-6	-0.380139,50.832865,0 -0.380114,50.832716,0
a1613	27	v605	v1186	156	-24	-0.393801,50.824696,0 -0.393642,50.824471,0
a1614	29	v986	v678	-179	1	-0.358344,50.818061,0 -0.358349,50.817796,0
a1615	72	v986	v1258	87	-93	-0.358344,50.818061,0 -0.357322,50.818094,0
a1616	59	v323	v800	-145	65	-0.367289,50.834404,0 -0.367417,50.834289,0 -0.367976,50.834125,0
a1617	58	v313	v1114	79	-94	-0.367399,50.835121,0 -0.367247,50.835139,0 -0.366578,50.835171,0
a1618	102	v1114	v604	80	-113	-0.366578,50.835171,0 -0.365497,50.835294,0 -0.365167,50.835382,0
a1619	61	v1267	v604	-36	152	-0.364709,50.83492,0 -0.364984,50.835162,0 -0.365167,50.835382,0
a1620	52	v1267	v811	172	-4	-0.364709,50.83492,0 -0.364646,50.83463,0 -0.364628,50.834454,0
a1621	24	v1267	v812	142	-38	-0.364709,50.83492,0 -0.364497,50.834748,0
a1622	90	v1120	v736	-95	85	-0.391493,50.816619,0 -0.39277,50.816552,0
a1623	103	v1120	v1268	86	-94	-0.391493,50.816619,0 -0.390036,50.816688,0
a1624	63	v1262	v1234	171	-9	-0.356458,50.818122,0 -0.356313,50.817563,0
a1625	61	v1262	v1258	-93	87	-0.356458,50.818122,0 -0.357322,50.818094,0
a1626	104	v1269	v308	-91	89	-0.391756,50.833976,0 -0.393239,50.833953,0
a1627	13	v1269	v525	-178	2	-0.391756,50.833976,0 -0.391762,50.833861,0
a1628	139	v1269	v230	1	-176	-0.391756,50.833976,0 -0.391745,50.834506,0 -0.391674,50.835224,0
a1629	131	v525	v045	92	-88	-0.391762,50.833861,0 -0.389899,50.833826,0
a1630	18	v979	v758	39	-141	-0.380972,50.832156,0 -0.380812,50.83228,0
a1631	14	v1270	v1237	135	-45	-0.385659,50.837397,0 -0.385521,50.83731,0
a1632	8	v543	v1138	-12	168	-0.370778,50.813298,0 -0.370802,50.813367,0
a1633	219	v157	v671	-98	74	-0.360661,50.821145,0 -0.36161,50.821063,0 -0.363688,50.820696,0
a1634	5	v660	v1184	71	-109	-0.383103,50.815727,0 -0.383038,50.815741,0
a1635	59	v1271	v876	-91	174	-0.379564,50.814778,0 -0.380094,50.814772,0 -0.380125,50.814965,0
a1636	42	v865	v812	-7	173	-0.364429,50.834375,0 -0.364497,50.834748,0
a1637	14	v369	v485	-95	85	-0.388901,50.816738,0 -0.389103,50.816727,0
a1638	116	v922	v1184	175	-5	-0.383196,50.816779,0 -0.383038,50.815741,0
a1639	20	v930	v1173	111	-69	-0.385991,50.833832,0 -0.385721,50.833766,0
a1640	62	v713	v706	-91	89	-0.381477,50.819985,0 -0.382353,50.819979,0
a1641	89	v693	v935	-9	-180	-0.358356,50.816338,0 -0.35837,50.816395,0 -0.358394,50.8167,0 -0.358392,50.817138,0
a1642	73	v935	v678	2	-178	-0.358392,50.817138,0 -0.358349,50.817796,0
a1643	231	v1173	v978	132	-40	-0.385721,50.833766,0 -0.385547,50.833666,0 -0.383645,50.832401,0 -0.383454,50.832258,0
a1644	197	v978	v929	-175	2	-0.383454,50.832258,0 -0.383492,50.83197,0 -0.383505,50.831392,0 -0.383416,50.830972,0 -0.383441,50.830491,0
a1645	205	v039	v1257	-5	174	-0.354906,50.814924,0 -0.354958,50.815303,0 -0.355152,50.81566,0 -0.355309,50.816084,0 -0.355414,50.816728,0
a1646	43	v600	v570	173	-7	-0.366039,50.830183,0 -0.36596,50.829801,0
a1647	24	v1168	v1272	78	-102	-0.366516,50.813609,0 -0.366189,50.813654,0
a1648	38	v582	v1207	-92	88	-0.389854,50.819541,0 -0.390399,50.819528,0
a1649	69	v582	v1273	-4	86	-0.389854,50.819541,0 -0.389914,50.820058,0 -0.390069,50.820052,0
a1650	34	v582	v1204	177	-3	-0.389854,50.819541,0 -0.389825,50.819234,0
a1651	114	v061	v729	-167	7	-0.358484,50.823318,0 -0.358599,50.822991,0 -0.358702,50.82272,0 -0.358805,50.822448,0 -0.358829,50.822321,0
a1652	117	v119	v1177	-101	79	-0.370636,50.817884,0 -0.372263,50.817676,0
a1653	164	v117	v120	-9	171	-0.368929,50.816631,0 -0.36928,50.818092,0
a1654	88	v693	v762	78	-103	-0.358356,50.816338,0 -0.358255,50.816352,0 -0.357138,50.81651,0
a1655	114	v539	v595	-102	82	-0.371076,50.814027,0 -0.371638,50.81395,0 -0.372099,50.813901,0 -0.372667,50.813853,0
a1656	200	v1054	v1022	175	-5	-0.375394,50.823903,0 -0.375152,50.822244,0 -0.375135,50.822108,0
a1657	153	v1005	v1054	-92	84	-0.373227,50.824033,0 -0.373447,50.824027,0 -0.375394,50.823903,0
a1658	76	v649	v1274	-98	82	-0.374631,50.81479,0 -0.375703,50.814698,0
a1659	104	v649	v1218	79	-101	-0.374631,50.81479,0 -0.373174,50.814964,0
a1660	34	v1275	v871	80	-74	-0.394615,50.818809,0 -0.394304,50.818842,0 -0.39414,50.818813,0
a1661	215	v1131	v929	-80	91	-0.380407,50.830277,0 -0.380565,50.830294,0 -0.381376,50.830424,0 -0.382011,50.830477,0 -0.383441,50.830491,0
a1662	103	v720	v190	-6	171	-0.388317,50.813399,0 -0.388394,50.813886,0 -0.3885,50.81432,0
a1663	9	v800	v1015	91	-89	-0.367976,50.834125,0 -0.367848,50.834124,0
a1664	65	v547	v1276	141	-1	-0.370222,50.811573,0 -0.370136,50.811506,0 -0.370086,50.811444,0 -0.370036,50.811381,0 -0.369999,50.811315,0 -0.369982,50.81125,0 -0.369972,50.811221,0 -0.369969,50.811028,0
a1665	28	v1277	v1278	-101	79	-0.36776,50.814136,0 -0.368147,50.814088,0
a1666	5	v1279	v1278	158	-22	-0.368172,50.814127,0 -0.368147,50.814088,0
a1667	9	v1279	v093	-68	67	-0.368172,50.814127,0 -0.368234,50.814143,0 -0.368295,50.814127,0
a1668	64	v1279	v016	-20	-167	-0.368172,50.814127,0 -0.368223,50.814217,0 -0.368258,50.814373,0 -0.368305,50.814602,0 -0.368272,50.814694,0
a1669	42	v1280	v1013	-93	87	-0.366563,50.833793,0 -0.367164,50.833775,0
