name	d (m)	v1	v2	angle1 (deg)	angle2 (deg)	waypoints
a187	321	v146	v145	117	-26	-0.3923643,50.8583052,0 -0.3921926,50.858251,0 -0.3919512,50.858207,0 -0.3917366,50.8581596,0 -0.3916401,50.858146,0 -0.3913718,50.8580546,0 -0.3910607,50.8579496,0 -0.3908998,50.857865,0 -0.390771,50.8577498,0 -0.3904331,50.857462,0 -0.3902131,50.8572487,0 -0.3897303,50.8568525,0 -0.3892905,50.8565545,0 -0.3891563,50.8563784,0
a188	1017	v147	v119	-27	-128	-0.3923535,50.8588673,0 -0.3924018,50.8589282,0 -0.3925091,50.8590975,0 -0.3926271,50.8592194,0 -0.3929597,50.8593921,0 -0.3931582,50.8593888,0 -0.3927666,50.8597375,0 -0.3925198,50.8599779,0 -0.3924179,50.8600491,0 -0.3923589,50.8601439,0 -0.3922677,50.860215,0 -0.3920263,50.8604114,0 -0.3919083,50.8606145,0 -0.3917098,50.8607567,0 -0.3913933,50.8608922,0 -0.3908622,50.8609802,0 -0.3902292,50.8610581,0 -0.3896177,50.8611326,0 -0.388931,50.8612409,0 -0.3883839,50.8613561,0 -0.3877187,50.8615389,0 -0.3873217,50.8617353,0 -0.3869891,50.8618437,0 -0.386517,50.8621078,0 -0.3861737,50.8623041,0 -0.3859162,50.8625683,0 -0.3856373,50.8627714,0 -0.3852296,50.8630626,0 -0.3847468,50.863435,0 -0.3841138,50.863821,0 -0.3835022,50.8641528,0 -0.3831482,50.8643289,0
a189	73	v119	v77	52	-139	-0.3831482,50.8643289,0 -0.3828049,50.8644982,0 -0.3825688,50.864593,0 -0.3823543,50.8647487,0
a190	1173	v127	v84	59	-70	-0.364995,50.8754872,0 -0.3645229,50.8756632,0 -0.3640938,50.8758257,0 -0.3631067,50.8762048,0 -0.3619909,50.876611,0 -0.3613257,50.8768005,0 -0.3604245,50.8770307,0 -0.3595233,50.8772744,0 -0.3581071,50.87764,0 -0.3568196,50.8779514,0 -0.3560901,50.8781409,0 -0.3554678,50.8781409,0 -0.3540301,50.8782763,0 -0.3527427,50.8784117,0 -0.3517771,50.8782898,0 -0.3502107,50.8779378,0 -0.3494382,50.8777618,0
a191	345	v84	v148	-171	1	-0.3494382,50.8777618,0 -0.3495455,50.8773421,0 -0.3495669,50.8761506,0 -0.3495884,50.8746612,0
a192	166	v148	v81	176	-8	-0.3495884,50.8746612,0 -0.3495026,50.8737811,0 -0.3493738,50.8731718,0
a193	179	v148	v80	-155	79	-0.3495884,50.8746612,0 -0.3499317,50.8741873,0 -0.3502536,50.8736999,0 -0.3504896,50.8733072,0 -0.3507042,50.8732801,0
a194	98	v80	v81	120	-100	-0.3507042,50.8732801,0 -0.3502965,50.8731311,0 -0.3497386,50.8731311,0 -0.3493738,50.8731718,0
a195	142	v37	v39	171	-15	-0.3415203,50.8569744,0 -0.3413272,50.8562429,0 -0.3411126,50.8557282,0
a196	255	v135	v37	-10	-131	-0.3421426,50.8549019,0 -0.3422928,50.8554166,0 -0.3424215,50.8557553,0 -0.3424644,50.8561075,0 -0.3423357,50.8563377,0 -0.3421211,50.856568,0 -0.3418207,50.8568118,0 -0.3415203,50.8569744,0
a197	117	v39	v135	-135	39	-0.3411126,50.8557282,0 -0.3414989,50.8554844,0 -0.3417993,50.8551728,0 -0.3421426,50.8549019,0
a198	935	v41	v30	124	-117	-0.3407264,50.8499269,0 -0.3405628,50.8498574,0 -0.3401175,50.8500268,0 -0.3397447,50.8501385,0 -0.3396535,50.8500657,0 -0.339396,50.8498354,0 -0.3389025,50.849131,0 -0.3381944,50.8484536,0 -0.3371644,50.8475323,0 -0.3360701,50.8466246,0 -0.3357482,50.8463401,0 -0.3355336,50.8459336,0 -0.3344178,50.8452697,0 -0.3339458,50.8451207,0 -0.333302,50.8453239,0 -0.3324866,50.8456084,0 -0.3322291,50.8456491,0 -0.3319716,50.8457304,0
a199	277	v30	v18	-176	-6	-0.3319716,50.8457304,0 -0.3320146,50.8453104,0 -0.3319931,50.8450936,0 -0.3320575,50.8447684,0 -0.3320575,50.844389,0 -0.332036,50.8441587,0 -0.3321433,50.8440097,0 -0.3321648,50.8436574,0 -0.3321004,50.8432645,0
a200	353	v15	v143	89	-172	-0.3471315,50.8343211,0 -0.3461123,50.8343346,0 -0.345372,50.8343482,0 -0.3450179,50.8343549,0 -0.344975,50.8342804,0 -0.3434837,50.8343346,0 -0.3435159,50.834504,0 -0.343473,50.8347547,0 -0.3434086,50.8349987,0 -0.3433764,50.8351409,0
a201	478	v149	v149	-129	4	-0.3472173,50.8346599,0 -0.3473246,50.8346057,0 -0.3474104,50.8347073,0 -0.3475928,50.834897,0 -0.3479147,50.8351884,0 -0.3479147,50.8353307,0 -0.3478289,50.8356288,0 -0.3477967,50.8358592,0 -0.3476787,50.8359879,0 -0.3472817,50.8359608,0 -0.3470242,50.835954,0 -0.3465092,50.8359405,0 -0.3460264,50.8358863,0 -0.3460693,50.8357779,0 -0.3464663,50.8355746,0 -0.346638,50.8354391,0 -0.3468633,50.8354323,0 -0.3470671,50.8354188,0 -0.3471529,50.8352019,0 -0.3471959,50.8348564,0 -0.3472173,50.8346599,0
a202	39	v15	v149	-5	153	-0.3471315,50.8343211,0 -0.3471529,50.8344905,0 -0.3471529,50.8345785,0 -0.3472173,50.8346599,0
a203	386	v76	v74	32	-55	-0.3814316,50.8641258,0 -0.3812277,50.8643357,0 -0.3810239,50.8643831,0 -0.3805411,50.8644169,0 -0.3802192,50.8644305,0 -0.3798223,50.8643763,0 -0.379436,50.8643221,0 -0.3790605,50.8642476,0 -0.3786314,50.8641732,0 -0.3781164,50.8640377,0 -0.3777838,50.8639768,0 -0.3775799,50.8639361,0 -0.3772902,50.8639361,0 -0.3770006,50.8639091,0 -0.3767002,50.8638007,0 -0.3764856,50.8637669,0 -0.3763461,50.8637059,0
a204	21	v74	v78	-14	-149	-0.3763461,50.8637059,0 -0.376389,50.8638143,0 -0.3763247,50.863882,0
a205	96	v77	v76	148	-45	-0.3823543,50.8647487,0 -0.3822148,50.8646065,0 -0.3821075,50.864505,0 -0.3818929,50.8644034,0 -0.3817642,50.8643154,0 -0.3815711,50.8642138,0 -0.3814316,50.8641258,0
a206	1229	v83	v86	-165	14	-0.3736639,50.8900674,0 -0.3738356,50.8896613,0 -0.3739643,50.8891199,0 -0.3742647,50.8881994,0 -0.374651,50.8871978,0 -0.3748655,50.8864126,0 -0.3752947,50.8853297,0 -0.3754663,50.8843821,0 -0.3756809,50.883624,0 -0.3761101,50.8827846,0 -0.3761101,50.8823243,0 -0.376668,50.8815121,0 -0.3773546,50.8803748,0 -0.3777409,50.879373,0
a207	2384	v150	v151	141	-121	-0.3946495,50.8789533,0 -0.3944778,50.8788179,0 -0.3949714,50.8786554,0 -0.3951859,50.87852,0 -0.3952289,50.8781951,0 -0.3952932,50.8779108,0 -0.3958082,50.8778024,0 -0.3967738,50.8776941,0 -0.3973532,50.8776806,0 -0.3976965,50.8777077,0 -0.3981686,50.8778837,0 -0.3986621,50.8780597,0 -0.3990912,50.8782898,0 -0.3994989,50.8784929,0 -0.3999281,50.8786148,0 -0.4003143,50.8785336,0 -0.4008293,50.8782357,0 -0.4013228,50.8779243,0 -0.4017949,50.8776264,0 -0.4024172,50.8772067,0 -0.4027605,50.8769765,0 -0.4021597,50.8770307,0 -0.4015374,50.8771119,0 -0.4005504,50.8772744,0 -0.3997564,50.8774233,0 -0.3990054,50.8774369,0 -0.3985548,50.8773692,0 -0.3971386,50.8770172,0 -0.3964949,50.8768682,0 -0.3956366,50.8766922,0 -0.3950787,50.8765839,0 -0.3941989,50.876286,0 -0.3937054,50.8760558,0 -0.3931475,50.8759746,0 -0.3927183,50.8758527,0 -0.3927398,50.8755142,0 -0.3917742,50.875108,0 -0.3908515,50.8745529,0 -0.3903151,50.8746071,0 -0.3897572,50.8742415,0 -0.3890061,50.8735915,0 -0.3880835,50.8731718,0 -0.3864098,50.8727385,0 -0.3849936,50.8725083,0 -0.3840494,50.8725218,0 -0.3836203,50.8725624,0 -0.3829122,50.8728333,0
a208	1284	v151	v152	-169	47	-0.3829122,50.8728333,0 -0.3829765,50.8726166,0 -0.3851867,50.8718583,0 -0.3861737,50.8714385,0 -0.3880835,50.8706261,0 -0.3897572,50.8697323,0 -0.3909588,50.8690552,0 -0.3919458,50.8685406,0 -0.3931475,50.8677823,0 -0.3943062,50.8671729,0 -0.3957438,50.8662114,0 -0.3968811,50.8655478,0
a209	983	v153	v77	85	-80	-0.3958941,50.8650467,0 -0.3949285,50.8651009,0 -0.3943491,50.8652092,0 -0.3932333,50.8651821,0 -0.390358,50.8652363,0 -0.3879118,50.8653175,0 -0.3870964,50.8655342,0 -0.3858089,50.8656155,0 -0.3846073,50.865453,0 -0.3838348,50.8651279,0 -0.3833199,50.8648571,0 -0.3823543,50.8647487,0
a210	956	v154	v155	139	37	-0.3979754,50.8651957,0 -0.3978145,50.8650805,0 -0.3971815,50.8650331,0 -0.3970635,50.8649451,0 -0.3970957,50.864681,0 -0.3976214,50.864593,0 -0.3981686,50.8644846,0 -0.3991556,50.8644779,0 -0.4000032,50.8644169,0 -0.4006898,50.8643966,0 -0.4011834,50.864356,0 -0.4014838,50.8642612,0 -0.4017198,50.8641935,0 -0.4017091,50.8639835,0 -0.4017198,50.8637195,0 -0.4016769,50.863347,0 -0.401634,50.8630355,0 -0.4015481,50.862812,0 -0.4014301,50.8624464,0 -0.4012692,50.8621078,0 -0.4009366,50.8616608,0 -0.4010868,50.8615931,0 -0.4013979,50.8615457,0 -0.401988,50.8614577,0 -0.4027498,50.8613493,0 -0.4034257,50.8612274,0 -0.4037476,50.861092,0 -0.4039192,50.8609498,0
a211	433	v156	v146	65	-66	-0.3968811,50.8575162,0 -0.3961301,50.8577329,0 -0.3955722,50.8580715,0 -0.3947568,50.8583424,0 -0.3935337,50.8587759,0 -0.3930187,50.8590332,0 -0.392611,50.8588029,0 -0.3927398,50.8584101,0 -0.3923643,50.8583052,0
a212	415	v157	v156	48	-35	-0.4021597,50.8567035,0 -0.4017735,50.8569202,0 -0.4008079,50.8571505,0 -0.3998208,50.8574755,0 -0.3990483,50.8576516,0 -0.3984475,50.8578006,0 -0.3978252,50.8578819,0 -0.3970742,50.8576923,0 -0.3968811,50.8575162,0
a213	496	v155	v157	144	-21	-0.4039192,50.8609498,0 -0.4035544,50.8606315,0 -0.4032969,50.8601574,0 -0.4029965,50.8595073,0 -0.4029107,50.8591822,0 -0.4028463,50.8587081,0 -0.4028678,50.858207,0 -0.402739,50.857611,0 -0.4023957,50.8570963,0 -0.4021597,50.8567035,0
a214	1020	v158	v134	140	-18	-0.3890276,50.8548477,0 -0.3877616,50.8538995,0 -0.3874397,50.8536963,0 -0.3877187,50.8535066,0 -0.3874826,50.8531138,0 -0.3874183,50.8526532,0 -0.3876328,50.8521791,0 -0.3882766,50.8514611,0 -0.3888774,50.8511631,0 -0.3898215,50.8508244,0 -0.389607,50.8501741,0 -0.3893709,50.84928,0 -0.3893495,50.8483994,0 -0.3902507,50.8482842,0 -0.3902721,50.8481013,0 -0.3896284,50.8481149,0 -0.3892851,50.8480675,0 -0.3891993,50.8478981,0
a215	66	v134	v136	57	-121	-0.3891993,50.8478981,0 -0.3888988,50.84802,0 -0.3888774,50.8481623,0 -0.388577,50.8482774,0
a216	329	v133	v159	-93	-26	-0.3927827,50.8463197,0 -0.3931475,50.8463062,0 -0.3936195,50.8462249,0 -0.3944564,50.8460691,0 -0.3953147,50.8458455,0 -0.3955829,50.8457507,0 -0.3948212,50.8447752,0
a217	45	v159	v93	152	-28	-0.3948212,50.8447752,0 -0.3945208,50.8444161,0
a218	364	v133	v159	180	88	-0.3927827,50.8463197,0 -0.3927827,50.8461843,0 -0.3925681,50.846042,0 -0.3924286,50.845981,0 -0.3921926,50.8448158,0 -0.3935015,50.8448091,0 -0.3948212,50.8447752,0
a219	284	v132	v160	107	-3	-0.3937054,50.842858,0 -0.3934264,50.8428038,0 -0.3924823,50.842797,0 -0.3918815,50.8428038,0 -0.3918815,50.8425328,0 -0.3919458,50.8421195,0 -0.3918922,50.8418553,0 -0.39186,50.841415,0
a220	283	v132	v160	171	-92	-0.3937054,50.842858,0 -0.3936303,50.8425667,0 -0.3935874,50.8421331,0 -0.3935015,50.841354,0 -0.392611,50.8413946,0 -0.39186,50.841415,0
a221	131	v65	v66	67	-98	-0.3734279,50.8337112,0 -0.37287,50.8338603,0 -0.3723979,50.8339552,0 -0.3716469,50.8340229,0
a222	422	v65	v63	166	-9	-0.3734279,50.8337112,0 -0.3732884,50.8333521,0 -0.3731811,50.8328032,0 -0.3720009,50.8329523,0 -0.3716469,50.8316174,0 -0.3714538,50.8308652,0
a223	87	v63	v61	56	-69	-0.3714538,50.8308652,0 -0.3712499,50.8309533,0 -0.3710246,50.8309939,0 -0.3707349,50.8309668,0 -0.3705096,50.8308855,0 -0.3703165,50.8308381,0
a224	59	v100	v68	47	-135	-0.375874,50.8405139,0 -0.3756756,50.8406324,0 -0.3754771,50.8407239,0 -0.3752518,50.8408662,0
a225	40	v100	v161	-112	25	-0.375874,50.8405139,0 -0.3760082,50.84048,0 -0.376094,50.8403818,0 -0.3762013,50.8402395,0
a226	270	v161	v97	-153	2	-0.3762013,50.8402395,0 -0.3763139,50.8400972,0 -0.3764212,50.8399312,0 -0.3765553,50.8398228,0 -0.3767216,50.839711,0 -0.3768343,50.8396772,0 -0.3768343,50.8395349,0 -0.3768075,50.8394061,0 -0.3769255,50.8393147,0 -0.376963,50.8391758,0 -0.3770971,50.839003,0 -0.3772205,50.8388878,0 -0.3772742,50.838732,0 -0.3773654,50.8386744,0 -0.3772956,50.838461,0 -0.3772581,50.8382916,0 -0.3772688,50.8380646,0
a227	21	v97	v99	81	-140	-0.3772688,50.8380646,0 -0.3770918,50.8380816,0 -0.3770113,50.8381425,0
a228	411	v161	v96	-112	23	-0.3762013,50.8402395,0 -0.3774941,50.8399075,0 -0.3776121,50.8399515,0 -0.3777838,50.839894,0 -0.3778321,50.8398262,0 -0.3779662,50.8397754,0 -0.3780895,50.8397076,0 -0.3781432,50.83965,0 -0.3781807,50.8395349,0 -0.3782934,50.8394908,0 -0.3784221,50.839379,0 -0.3785616,50.8393113,0 -0.3786582,50.8392164,0 -0.3787118,50.8391013,0 -0.3788137,50.8389793,0 -0.3788567,50.8388472,0 -0.3789371,50.8387591,0 -0.3789908,50.838671,0 -0.3789586,50.8385863,0 -0.3789318,50.8384813,0 -0.3789157,50.8383865,0 -0.378921,50.8383255,0 -0.3790444,50.8383627,0 -0.3791356,50.8383729,0 -0.3790551,50.8383018,0 -0.3790498,50.8381798,0 -0.3791302,50.8380714,0 -0.3793073,50.8378038,0
a229	7980	v31	v162	-15	-128	-0.309484,50.8728603,0 -0.3095376,50.872989,0 -0.3078532,50.873077,0 -0.3070056,50.8731311,0 -0.306319,50.8731785,0 -0.3061581,50.8730228,0 -0.3057826,50.8724947,0 -0.3053319,50.8718448,0 -0.3052461,50.8717771,0 -0.3045166,50.87175,0 -0.3039265,50.8717094,0 -0.3037977,50.87175,0 -0.3036368,50.8717094,0 -0.3027248,50.8714182,0 -0.3021991,50.8712625,0 -0.3018987,50.8711271,0 -0.3015876,50.8709104,0 -0.3015661,50.8707479,0 -0.3006005,50.8707886,0 -0.2992165,50.871249,0 -0.2994955,50.8717026,0 -0.2995491,50.871987,0 -0.2996242,50.8724406,0 -0.2996564,50.8728806,0 -0.2997637,50.873402,0 -0.2977574,50.8732666,0 -0.2962554,50.8731921,0 -0.2949142,50.8731311,0 -0.2939487,50.8730634,0 -0.2925861,50.8730973,0 -0.2918351,50.8730905,0 -0.2911484,50.8730228,0 -0.2903008,50.8729484,0 -0.289346,50.8728603,0 -0.2888417,50.8729077,0 -0.2881014,50.8730499,0 -0.2877152,50.8731515,0 -0.2870929,50.8733275,0 -0.2865028,50.8734832,0 -0.2860522,50.8735509,0 -0.2855265,50.8736931,0 -0.2848721,50.8737946,0 -0.2845609,50.8738149,0 -0.2839279,50.8739436,0 -0.2829838,50.8742482,0 -0.2815139,50.8747425,0 -0.2800441,50.8751961,0 -0.2787459,50.8755955,0 -0.277791,50.8759204,0 -0.2766645,50.8762792,0 -0.2755809,50.8766854,0 -0.2747762,50.8769901,0 -0.2743149,50.8771932,0 -0.2733493,50.8777483,0 -0.2725875,50.8781883,0 -0.2715898,50.8788517,0 -0.2709782,50.8792647,0 -0.2702808,50.8796708,0 -0.2695513,50.8800499,0 -0.2687788,50.8804425,0 -0.2682745,50.8806524,0 -0.267663,50.8809434,0 -0.2668691,50.8811601,0 -0.2659464,50.8813293,0 -0.2649486,50.8815121,0 -0.2637792,50.8816677,0 -0.2628887,50.8817016,0 -0.2609682,50.8817964,0 -0.2593267,50.8818911,0 -0.2576959,50.8819791,0 -0.2570093,50.8819724,0 -0.2566552,50.8819317,0 -0.2562475,50.8819656,0 -0.2558076,50.8820603,0 -0.2553034,50.8821416,0 -0.2547884,50.8822363,0 -0.2544343,50.8823379,0 -0.2539623,50.8825409,0 -0.2530825,50.8830418,0 -0.2525461,50.8834074,0 -0.2521491,50.8835969,0 -0.2515912,50.8838541,0 -0.2513766,50.8840233,0 -0.251205,50.8843144,0 -0.2508831,50.884795,0 -0.2505934,50.8850522,0 -0.2502072,50.8852417,0 -0.2497995,50.8852958,0 -0.2492952,50.8853364,0 -0.2487159,50.8853432,0 -0.2483833,50.8852484,0 -0.2475357,50.8850251,0 -0.2470636,50.88491,0 -0.2459264,50.8841587,0 -0.2445424,50.883184,0 -0.2442527,50.8829945,0 -0.243963,50.88292,0 -0.2431798,50.8828523,0 -0.2424932,50.8828388,0 -0.2419782,50.8829742,0 -0.2411413,50.8831772,0 -0.2405941,50.8832788,0 -0.240047,50.8833058,0 -0.2395535,50.8833532,0 -0.2386844,50.8835766,0 -0.2381372,50.8837593,0 -0.2371073,50.8840978,0 -0.2364635,50.8843347,0 -0.2361417,50.8843753,0 -0.2357769,50.884355,0 -0.2354121,50.8842399,0 -0.2351332,50.884179,0 -0.2345324,50.8842264,0 -0.2334058,50.8842941,0 -0.2314854,50.8843618,0 -0.2307236,50.8843821,0 -0.2302945,50.8844565,0 -0.229758,50.8844227,0 -0.2292323,50.8843821,0 -0.2288246,50.8843279,0 -0.2285242,50.8843076,0 -0.2281487,50.8842128,0 -0.227623,50.8841249,0 -0.2270007,50.8840775,0 -0.2267432,50.8841316,0 -0.2264214,50.8840166,0 -0.225445,50.8838541,0 -0.2241468,50.8835766,0 -0.2229881,50.8833058,0 -0.2222693,50.8831569,0 -0.2208424,50.8828455,0 -0.2202845,50.8826357,0 -0.2201235,50.8825883,0 -0.2192545,50.8826222,0 -0.2185142,50.8826763,0 -0.2176774,50.8827711,0 -0.2171087,50.88292,0 -0.2166581,50.8830757,0 -0.2160788,50.8834074,0 -0.2154779,50.8837052,0 -0.215199,50.8838067,0 -0.2151132,50.8839421,0 -0.2148342,50.8841316,0 -0.2145875,50.8841925,0 -0.2141905,50.8844565,0 -0.2136433,50.8847408,0 -0.2133,50.8848017,0 -0.2130425,50.8849574,0 -0.2127099,50.8851198,0
a230	4681	v162	v162	8	-164	-0.2127099,50.8851198,0 -0.2126455,50.8853974,0 -0.2122486,50.8855327,0 -0.2120125,50.8856207,0 -0.2117336,50.8858644,0 -0.2113903,50.8859862,0 -0.2109826,50.8860404,0 -0.2107143,50.8860607,0 -0.2101135,50.8862502,0 -0.2099311,50.886372,0 -0.2096951,50.8865818,0 -0.2091372,50.886751,0 -0.2087295,50.8869812,0 -0.2083969,50.8872181,0 -0.2079248,50.8875091,0 -0.2075493,50.8877392,0 -0.207206,50.8878069,0 -0.2068305,50.8877866,0 -0.2065623,50.8876851,0 -0.2064013,50.8875632,0 -0.2062404,50.8874346,0 -0.2059615,50.8876445,0 -0.2056503,50.8877054,0 -0.2051032,50.8877527,0 -0.2046955,50.8877663,0 -0.2042449,50.8878137,0 -0.203923,50.887834,0 -0.2036226,50.8878746,0 -0.2034187,50.8879626,0 -0.2032471,50.8881453,0 -0.2030754,50.8883754,0 -0.2030754,50.8886258,0 -0.2031183,50.8888221,0 -0.2030969,50.8889575,0 -0.2033114,50.8890522,0 -0.2035797,50.8892417,0 -0.2037728,50.8892823,0 -0.2041268,50.8894718,0 -0.2043092,50.8895666,0 -0.2045882,50.8896952,0 -0.2048242,50.889905,0 -0.2048671,50.890081,0 -0.2049315,50.8901554,0 -0.2047598,50.8902705,0 -0.2050066,50.8903246,0 -0.2051032,50.8904396,0 -0.2051997,50.8906021,0 -0.2053928,50.890751,0 -0.2056932,50.8908728,0 -0.2059722,50.8909337,0 -0.2064335,50.8909811,0 -0.2066052,50.8909743,0 -0.2068198,50.8910149,0 -0.2069485,50.8911435,0 -0.2070558,50.891421,0 -0.2070987,50.8916714,0 -0.2071631,50.8919353,0 -0.2070987,50.8921789,0 -0.2070987,50.8924293,0 -0.2072275,50.8925647,0 -0.2072811,50.8927542,0 -0.2073669,50.893079,0 -0.2074313,50.89337,0 -0.2069056,50.8934986,0 -0.2062082,50.8936136,0 -0.205822,50.8936678,0 -0.2054572,50.8937422,0 -0.2050924,50.8937422,0 -0.2048349,50.8936678,0 -0.2048028,50.8935392,0 -0.2047169,50.8933429,0 -0.2046955,50.8931332,0 -0.2047169,50.892991,0 -0.2044487,50.8928828,0 -0.204159,50.8925918,0 -0.2040088,50.8923211,0 -0.2039015,50.8920368,0 -0.2038157,50.8919353,0 -0.2037084,50.8920842,0 -0.2035153,50.8921316,0 -0.20329,50.8919894,0 -0.2031076,50.8917932,0 -0.2026355,50.8915157,0 -0.2019811,50.8912788,0 -0.2017343,50.8911909,0 -0.2011871,50.8910487,0 -0.2008224,50.8908999,0 -0.2003181,50.8905547,0 -0.2003503,50.8903652,0 -0.2003074,50.8901013,0 -0.2003825,50.8899997,0 -0.2000821,50.8900606,0 -0.1996636,50.8900539,0 -0.1990843,50.8899591,0 -0.1986337,50.8898711,0 -0.1979256,50.8896816,0 -0.197432,50.8894651,0 -0.1970887,50.8892147,0 -0.1965845,50.8889169,0 -0.196166,50.8887612,0 -0.1954687,50.8887206,0 -0.1950073,50.888795,0 -0.1948035,50.8887409,0 -0.1948035,50.8885446,0 -0.1948464,50.888416,0 -0.194782,50.888301,0 -0.1950073,50.8882333,0 -0.1953828,50.888125,0 -0.1958334,50.8879761,0 -0.1964772,50.8878678,0 -0.1970243,50.8877121,0 -0.1975179,50.8875903,0 -0.1979792,50.8874549,0 -0.1984298,50.8873399,0 -0.1990092,50.8871978,0 -0.1992559,50.8872045,0 -0.1994276,50.8871436,0 -0.1998138,50.8868323,0 -0.2002215,50.8866021,0 -0.2006185,50.8863246,0 -0.2009726,50.8861554,0 -0.2012622,50.8859998,0 -0.2015305,50.885729,0 -0.2018416,50.885465,0 -0.2020133,50.8852484,0 -0.202378,50.8849168,0 -0.2027321,50.8845987,0 -0.2033973,50.8841249,0 -0.2036655,50.8839353,0 -0.2039552,50.8837864,0 -0.2041268,50.8836443,0 -0.2045345,50.8834683,0 -0.2047813,50.8834006,0 -0.204953,50.8833126,0 -0.2055323,50.8831501,0 -0.2058971,50.8829539,0 -0.2059829,50.8828929,0 -0.2062297,50.88292,0 -0.2068198,50.8827982,0 -0.2071846,50.8827576,0 -0.2070987,50.8826154,0 -0.2071524,50.8825409,0 -0.2075171,50.8824597,0 -0.2078605,50.8824123,0 -0.2084613,50.8823853,0 -0.2088475,50.8823785,0 -0.2095342,50.8823717,0 -0.2098882,50.8823243,0 -0.2100921,50.8822837,0 -0.2107358,50.882216,0 -0.2109075,50.8821619,0 -0.2111864,50.8821551,0 -0.2118516,50.8822431,0 -0.2120554,50.8822431,0 -0.2121091,50.882392,0 -0.2120984,50.8827034,0 -0.2121413,50.8829606,0 -0.2123022,50.8832381,0 -0.2124739,50.883536,0 -0.2126133,50.883827,0 -0.212667,50.8841722,0 -0.2127528,50.884267,0 -0.2127743,50.8845174,0 -0.212785,50.8849574,0 -0.2127099,50.8851198,0
a231	3066	v82	v31	83	-101	-0.3460479,50.8684459,0 -0.3441811,50.8685813,0 -0.3420568,50.8687709,0 -0.3402758,50.8689469,0 -0.337615,50.8692719,0 -0.3355122,50.8695969,0 -0.334053,50.8695969,0 -0.3326797,50.8699219,0 -0.3311992,50.8702198,0 -0.3274655,50.8706261,0 -0.3241825,50.8714385,0 -0.3230238,50.8716823,0 -0.3215647,50.8716958,0 -0.3198051,50.8715875,0 -0.3180027,50.8706802,0 -0.3167582,50.8702334,0 -0.3162861,50.8702063,0 -0.3147411,50.8707344,0 -0.3146768,50.8709511,0 -0.3149986,50.8710729,0 -0.3153419,50.8719666,0 -0.315578,50.8729145,0 -0.315578,50.8732666,0 -0.3141189,50.8732124,0 -0.312767,50.872901,0 -0.3115439,50.872427,0 -0.3101492,50.8727791,0 -0.309484,50.8728603,0
a232	55	v142	v129	125	-43	-0.3869033,50.8573943,0 -0.38656,50.8572453,0 -0.3863132,50.8570793,0
a233	227	v142	v140	-81	65	-0.3869033,50.8573943,0 -0.3877401,50.8574755,0 -0.3886843,50.8574078,0 -0.3895855,50.8574078,0 -0.390079,50.8572656,0
a234	148	v140	v139	136	-39	-0.390079,50.8572656,0 -0.3894353,50.8568389,0 -0.3887916,50.8564732,0 -0.3885984,50.8563242,0
a235	191	v139	v158	169	32	-0.3885984,50.8563242,0 -0.3884697,50.8559043,0 -0.3881907,50.8557688,0 -0.3884697,50.8554031,0 -0.3890276,50.8548477,0
a236	659	v156	v158	101	-46	-0.3968811,50.8575162,0 -0.3959584,50.8574078,0 -0.3954649,50.8570285,0 -0.3948426,50.8566899,0 -0.3938985,50.8563919,0 -0.3922033,50.8559585,0 -0.3917634,50.8559517,0 -0.3917527,50.8557824,0 -0.3905511,50.8557146,0 -0.3899932,50.8554302,0 -0.3890276,50.8548477,0
a237	2391	v158	v92	-156	63	-0.3890276,50.8548477,0 -0.3894997,50.8541704,0 -0.3897786,50.8537234,0 -0.3901434,50.8534795,0 -0.3907013,50.8534389,0 -0.3913236,50.8532628,0 -0.3917956,50.8532628,0 -0.392096,50.8531273,0 -0.3917527,50.8527751,0 -0.3915596,50.8524906,0 -0.3913665,50.8521113,0 -0.3913665,50.851732,0 -0.3914094,50.8507973,0 -0.3914094,50.8500522,0 -0.3914094,50.8494425,0 -0.3912377,50.8486568,0 -0.391345,50.8482368,0 -0.3917742,50.8480742,0 -0.392611,50.8480607,0 -0.3936195,50.8478846,0 -0.3951001,50.8476813,0 -0.3958297,50.847573,0 -0.3962159,50.8473291,0 -0.3966236,50.8471259,0 -0.3968167,50.8473426,0 -0.3973317,50.848142,0 -0.3976107,50.8486974,0 -0.3979111,50.8491174,0 -0.3981471,50.849578,0 -0.3983402,50.8498083,0 -0.3988767,50.8497541,0 -0.3996921,50.8495238,0 -0.4005933,50.8493477,0 -0.4012799,50.8492393,0 -0.4019022,50.8491987,0 -0.4023099,50.8491445,0 -0.4031253,50.8493342,0 -0.4039621,50.849578,0 -0.4043055,50.8496864,0 -0.4043698,50.8498354,0 -0.4045415,50.8495916,0 -0.4047024,50.849849,0 -0.4048419,50.8495645,0 -0.4049599,50.8498151,0 -0.4052281,50.8495577,0 -0.4051852,50.8498693,0 -0.4053354,50.8498693,0 -0.4055607,50.8496119,0 -0.4057217,50.8493545,0 -0.4058933,50.8492122,0 -0.406183,50.8489819,0 -0.4063533,50.8489277,0
a238	870	v91	v163	171	-60	-0.4230809,50.8625276,0 -0.4229307,50.8619317,0 -0.4223299,50.8614983,0 -0.4219866,50.8606856,0 -0.4214287,50.8597104,0 -0.4208279,50.8588978,0 -0.4195404,50.8577871,0 -0.4179096,50.8563784,0 -0.4168797,50.8559991,0
